O*NET-SOC Code,Title,Description,Task ID,Task,Task Type,Incumbents Responding,importance,relevance,frequency_weighted_mean,frequency_response_mass,task_intensity,n_dwa_links,dwa_element_ids,Date,Domain Source
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,"Operate, install, adjust, and maintain integrated computer/communications systems, consoles, simulators, and other data acquisition, test, and measurement instruments and equipment, which are used to launch, track, position, and evaluate air and space vehicles. May record and interpret test data.",10881,"Inspect, diagnose, maintain, and operate test setups and equipment to detect malfunctions.",Core,47.0,4.47,85.8,3.9737026297370264,100.01,3.8352599999999994,1,4.A.1.b.2.g.11,08/2019,Incumbent
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,"Operate, install, adjust, and maintain integrated computer/communications systems, consoles, simulators, and other data acquisition, test, and measurement instruments and equipment, which are used to launch, track, position, and evaluate air and space vehicles. May record and interpret test data.",10883,Confer with engineering personnel regarding details and implications of test procedures and results.,Core,47.0,4.45,90.44,4.090999999999999,100.0,4.02458,1,4.A.4.a.2.h.3,08/2019,Incumbent
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,"Operate, install, adjust, and maintain integrated computer/communications systems, consoles, simulators, and other data acquisition, test, and measurement instruments and equipment, which are used to launch, track, position, and evaluate air and space vehicles. May record and interpret test data.",10887,Operate and calibrate computer systems and devices to comply with test requirements and to perform data acquisition and analysis.,Core,47.0,4.44,70.23,4.0184999999999995,100.0,3.118212,1,4.A.3.b.1.e.2,08/2019,Incumbent
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,"Operate, install, adjust, and maintain integrated computer/communications systems, consoles, simulators, and other data acquisition, test, and measurement instruments and equipment, which are used to launch, track, position, and evaluate air and space vehicles. May record and interpret test data.",10882,"Record and interpret test data on parts, assemblies, and mechanisms.",Core,49.0,4.44,91.32,4.17988201179882,100.00999999999999,4.054608,2,4.A.2.a.4.l.3; 4.A.3.b.6.i.7,08/2019,Incumbent
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,"Operate, install, adjust, and maintain integrated computer/communications systems, consoles, simulators, and other data acquisition, test, and measurement instruments and equipment, which are used to launch, track, position, and evaluate air and space vehicles. May record and interpret test data.",10884,"Adjust, repair, or replace faulty components of test setups and equipment.",Core,48.0,4.24,84.99,3.3230323032303226,99.99000000000001,3.603576,2,4.A.3.a.2.i.4; 4.A.3.b.5.c.7,08/2019,Incumbent
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,"Operate, install, adjust, and maintain integrated computer/communications systems, consoles, simulators, and other data acquisition, test, and measurement instruments and equipment, which are used to launch, track, position, and evaluate air and space vehicles. May record and interpret test data.",10889,"Fabricate and install parts and systems to be tested in test equipment, using hand tools, power tools, and test instruments.",Core,49.0,4.04,82.9,4.112,100.0,3.3491600000000004,2,4.A.3.a.2.aa.1; 4.A.3.a.2.t.4,08/2019,Incumbent
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,"Operate, install, adjust, and maintain integrated computer/communications systems, consoles, simulators, and other data acquisition, test, and measurement instruments and equipment, which are used to launch, track, position, and evaluate air and space vehicles. May record and interpret test data.",10890,Finish vehicle instrumentation and deinstrumentation.,Supplemental,47.0,4.44,50.02,3.4237,100.0,2.2208880000000004,1,4.A.1.b.2.c.7,08/2019,Incumbent
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,"Operate, install, adjust, and maintain integrated computer/communications systems, consoles, simulators, and other data acquisition, test, and measurement instruments and equipment, which are used to launch, track, position, and evaluate air and space vehicles. May record and interpret test data.",10886,"Construct and maintain test facilities for aircraft parts and systems, according to specifications.",Supplemental,48.0,4.01,40.43,3.1176,100.0,1.6212429999999998,2,4.A.3.a.2.d.2; 4.A.3.b.5.c.7,08/2019,Incumbent
17-3021.00,Aerospace Engineering and Operations Technologists and Technicians,"Operate, install, adjust, and maintain integrated computer/communications systems, consoles, simulators, and other data acquisition, test, and measurement instruments and equipment, which are used to launch, track, position, and evaluate air and space vehicles. May record and interpret test data.",21102,Design electrical and mechanical systems for avionic instrumentation applications.,Supplemental,49.0,3.88,53.1,2.4386438643864383,99.99000000000001,2.06028,2,4.A.3.b.2.e.2; 4.A.3.b.6.i.2,08/2019,Incumbent
17-3022.00,Civil Engineering Technologists and Technicians,"Apply theory and principles of civil engineering in planning, designing, and overseeing construction and maintenance of structures and facilities under the direction of engineering staff or physical scientists.",1461,"Calculate dimensions, square footage, profile and component specifications, and material quantities, using calculator or computer.",Core,100.0,4.24,90.7,4.5439543954395445,99.99,3.84568,1,4.A.2.b.1.h.1,07/2017,Incumbent
17-3022.00,Civil Engineering Technologists and Technicians,"Apply theory and principles of civil engineering in planning, designing, and overseeing construction and maintenance of structures and facilities under the direction of engineering staff or physical scientists.",1464,Read and review project blueprints and structural specifications to determine dimensions of structure or system and material requirements.,Core,99.0,4.1,81.67,4.3213,100.0,3.34847,1,4.A.1.a.1.b.8,07/2017,Incumbent
17-3022.00,Civil Engineering Technologists and Technicians,"Apply theory and principles of civil engineering in planning, designing, and overseeing construction and maintenance of structures and facilities under the direction of engineering staff or physical scientists.",1462,Draft detailed dimensional drawings and design layouts for projects to ensure conformance to specifications.,Core,99.0,4.07,80.48,4.243200000000001,100.0,3.2755360000000002,1,4.A.2.b.2.o.3,07/2017,Incumbent
17-3022.00,Civil Engineering Technologists and Technicians,"Apply theory and principles of civil engineering in planning, designing, and overseeing construction and maintenance of structures and facilities under the direction of engineering staff or physical scientists.",1466,"Confer with supervisor to determine project details such as plan preparation, acceptance testing, and evaluation of field conditions.",Core,99.0,3.88,90.06,4.0,99.99,3.494328,1,4.A.4.a.2.h.3,07/2017,Incumbent
17-3022.00,Civil Engineering Technologists and Technicians,"Apply theory and principles of civil engineering in planning, designing, and overseeing construction and maintenance of structures and facilities under the direction of engineering staff or physical scientists.",1463,"Analyze proposed site factors and design maps, graphs, tracings, and diagrams to illustrate findings.",Core,98.0,3.85,72.74,3.2973000000000003,100.0,2.80049,1,4.A.2.b.2.o.19,07/2017,Incumbent
17-3022.00,Civil Engineering Technologists and Technicians,"Apply theory and principles of civil engineering in planning, designing, and overseeing construction and maintenance of structures and facilities under the direction of engineering staff or physical scientists.",1465,Prepare reports and document project activities and data.,Core,98.0,3.84,84.93,4.044908981796359,99.97999999999999,3.261312,1,4.A.3.b.6.o.4,07/2017,Incumbent
17-3022.00,Civil Engineering Technologists and Technicians,"Apply theory and principles of civil engineering in planning, designing, and overseeing construction and maintenance of structures and facilities under the direction of engineering staff or physical scientists.",1470,Report maintenance problems occurring at project site to supervisor and negotiate changes to resolve system conflicts.,Core,99.0,3.37,67.02,2.8531999999999997,100.0,2.258574,1,4.A.4.b.1.a.2,07/2017,Incumbent
17-3022.00,Civil Engineering Technologists and Technicians,"Apply theory and principles of civil engineering in planning, designing, and overseeing construction and maintenance of structures and facilities under the direction of engineering staff or physical scientists.",1467,Inspect project site and evaluate contractor work to detect design malfunctions and ensure conformance to design specifications and applicable codes.,Supplemental,98.0,4.13,66.44,3.789100000000001,99.99999999999999,2.743972,1,4.A.1.b.2.e.12,07/2017,Incumbent
17-3022.00,Civil Engineering Technologists and Technicians,"Apply theory and principles of civil engineering in planning, designing, and overseeing construction and maintenance of structures and facilities under the direction of engineering staff or physical scientists.",1471,"Conduct materials test and analysis, using tools and equipment and applying engineering knowledge.",Supplemental,99.0,4.04,54.03,3.9135913591359137,99.99,2.182812,1,4.A.1.b.2.c.4,07/2017,Incumbent
17-3022.00,Civil Engineering Technologists and Technicians,"Apply theory and principles of civil engineering in planning, designing, and overseeing construction and maintenance of structures and facilities under the direction of engineering staff or physical scientists.",1469,"Develop plans and estimate costs for installation of systems, utilization of facilities, or construction of structures.",Supplemental,99.0,4.01,63.5,3.540400000000001,100.0,2.54635,2,4.A.1.b.3.b.4; 4.A.2.b.6.b.7,07/2017,Incumbent
