O*NET-SOC Code,Title,Description,ai_exposure_score,workforce_strategy_category,digital_intensity,cognitive_complexity,human_interaction,physical_work
19-4071.00,Forest and Conservation Technicians,"Provide technical assistance regarding the conservation of soil, water, forests, or related natural resources. May compile data pertaining to size, content, condition, and other characteristics of forest tracts under the direction of foresters, or train and lead forest workers in forest propagation and fire prevention and suppression. May assist conservation scientists in managing, improving, and protecting rangelands and wildlife habitats.",0.5108309917634135,Physical / Field Protected,0.657556357478263,0.622734418489613,0.5405992817951674,0.6963675271190546
19-4092.00,Forensic Science Technicians,"Collect, identify, classify, and analyze physical evidence related to criminal investigations. Perform tests on weapons or substances, such as fiber, hair, and tissue to determine significance to investigation. May testify as expert witnesses on evidence or crime laboratory techniques. May serve as specialists in area of expertise, such as ballistics, fingerprinting, handwriting, or biochemistry.",0.5337112929025674,Mixed / Transitional,0.7566916683472718,0.6553791770783034,0.6117523352779852,0.6654733385373206
19-4099.01,Quality Control Analysts,"Conduct tests to determine quality of raw materials, bulk intermediate and finished products. May conduct stability sample tests.",0.6117757709435387,Mixed / Transitional,0.7694395933365086,0.4830665831563784,0.3785067776801057,0.42689631503862613
19-4099.03,Remote Sensing Technicians,"Apply remote sensing technologies to assist scientists in areas such as natural resources, urban planning, or homeland security. May prepare flight plans or sensor configurations for flight trips.",0.669631460467075,Mixed / Transitional,0.7906216521991611,0.6159914159450837,0.43228765156732346,0.2957995747086215
19-5011.00,Occupational Health and Safety Specialists,"Review, evaluate, and analyze work environments and design programs and procedures to control, eliminate, and prevent disease or injury caused by chemical, physical, and biological agents or ergonomic factors. May conduct inspections and enforce adherence to laws and regulations governing the health and safety of individuals. May be employed in the public or private sector.",0.5808681441785113,Human-Centered Protected,0.801929262979634,0.6786981436049193,0.6658591716109725,0.49129565825953536
19-5012.00,Occupational Health and Safety Technicians,"Collect data on work environments for analysis by occupational health and safety specialists. Implement and conduct evaluation of programs designed to limit chemical, physical, biological, and ergonomic risks to workers.",0.5743344184166892,Human-Centered Protected,0.7633944215357725,0.6489277896100772,0.692559838278533,0.4224246992005598
21-1011.00,Substance Abuse and Behavioral Disorder Counselors,"Counsel and advise individuals with alcohol, tobacco, drug, or other problems, such as gambling and eating disorders. May counsel individuals, families, or groups or engage in prevention programs.",0.6332396898863688,AI-Augmentable Knowledge Work,0.8859891897767728,0.7270799236933805,0.7406309321056151,0.33947942181906265
21-1012.00,"Educational, Guidance, and Career Counselors and Advisors",Advise and assist students and provide educational and vocational guidance services.,0.6366172711596236,Human-Centered Protected,0.818149603877835,0.6770053623463197,0.7724692252372445,0.17621665634841593
21-1013.00,Marriage and Family Therapists,"Diagnose and treat mental and emotional disorders, whether cognitive, affective, or behavioral, within the context of marriage and family systems. Apply psychotherapeutic and family systems theories and techniques in the delivery of services to individuals, couples, and families for the purpose of treating such diagnosed nervous and mental disorders.",0.6400422277524156,Human-Centered Protected,0.7018917890647683,0.7598493812863036,0.8093540148796183,0.09221824446179105
21-1014.00,Mental Health Counselors,"Counsel and advise individuals and groups to promote optimum mental and emotional health, with an emphasis on prevention. May help individuals deal with a broad range of mental health issues, such as those associated with addictions and substance abuse; family, parenting, and marital problems; stress management; self-esteem; or aging.",0.6450382761216251,Human-Centered Protected,0.7526671558299828,0.7558964482477011,0.8171315299806746,0.11127896961050848
21-1015.00,Rehabilitation Counselors,"Counsel individuals to maximize the independence and employability of persons coping with personal, social, and vocational difficulties that result from birth defects, illness, disease, accidents, aging, or the stress of daily life. Coordinate activities for residents of care and treatment facilities. Assess client needs and design and implement rehabilitation programs that may include personal and vocational counseling, training, and job placement.",0.6007933397543448,Human-Centered Protected,0.761493192477183,0.6583136259356204,0.7235121436838687,0.29312131571155553
21-1021.00,"Child, Family, and School Social Workers","Provide social services and assistance to improve the social and psychological functioning of children and their families and to maximize the family well-being and the academic functioning of children. May assist parents, arrange adoptions, and find foster homes for abandoned or abused children. In schools, they address such problems as teenage pregnancy, misbehavior, and truancy. May also advise teachers.",0.6059447695538863,AI-Augmentable Knowledge Work,0.8025796928569283,0.702389624534161,0.8753512308043027,0.20583900837124167
21-1022.00,Healthcare Social Workers,"Provide individuals, families, and groups with the psychosocial support needed to cope with chronic, acute, or terminal illnesses. Services include advising family caregivers. Provide patients with information and counseling, and make referrals for other services. May also provide case and care management or interventions designed to promote health, prevent disease, and address barriers to access to healthcare.",0.577462008830167,Human-Centered Protected,0.662288869532134,0.6821795566333175,0.823475334184128,0.21114505666065514
21-1023.00,Mental Health and Substance Abuse Social Workers,"Assess and treat individuals with mental, emotional, or substance abuse problems, including abuse of alcohol, tobacco, and/or other drugs. Activities may include individual and group therapy, crisis intervention, case management, client advocacy, prevention, and education.",0.6306796431364967,AI-Augmentable Knowledge Work,0.788523041451585,0.7585939041905224,0.8273949276976117,0.19700344539850878
